,text,tweet_coord,tweet_created,tweet_location
6449,   Think we can pry Al Secord from United Airlines,,Sun Jun 30 23:23:19 +0000 2019,"Chicago, IL"
6450,  Hello Im Maritza United Airlines Summer Ambassador how can i assist you today ,,Thu Jul 04 22:32:29 +0000 2019,"Houston, TX"
6451, grooten TIL not only does United Airlines serve stroopwafels a Dutch treat on its flights their staff also pronounces it p,,Fri Jul 26 21:24:53 +0000 2019,Midwest USA
6453,  New from Brex We dug into what airlines startups are using in the US  ,,Tue Jul 30 22:00:38 +0000 2019,San Francisco and Providence
6456,  Nobody knows classic cinema like United Airlines ,,Tue Jul 09 22:07:15 +0000 2019,"Rochester, NY"
6460,  united airlines with laurens suitcase after they lost it ,,Tue Jul 30 23:24:39 +0000 2019,𝖋𝖍|𝖌𝖔𝖙|𝖒𝖆𝖗𝖛𝖊𝖑
6465,  I hope Im never so unlucky to have to fly with  airlines I bought the ticket with   Madrid to San Jos,,Fri Jul 12 22:52:20 +0000 2019,
6466,  World news  The Guardian United extends ban on Boeing 737 Max after regulator finds new problem  American and Southwest airlin,,Thu Jun 27 08:49:45 +0000 2019,"London, UK"
6467,  United Airlines volunteers out in force at the Walter Payton Center supporting Special Olympics Illinois Flag Football Than,,Sun Jul 14 20:26:41 +0000 2019,
6468,  One thing we can all learn from  and  The customer is still king CustomerExperience CX ExperienceManagement,,Wed Jun 19 20:19:10 +0000 2019,"Frankfurt on the Main, Germany"
6469,  Fly to Explore the Crystal water beaches at the stunning Laucala Island Embark on a satisfying vacation at a budgetf,,Wed Jul 24 23:39:14 +0000 2019,
6470,  12DaysofAction starts now  youre first on the list this year We want to know why you STILL havent improved your tra,,Sat Jul 20 22:15:35 +0000 2019,United States
6472,  Get to know Trisha Strohm Director of Account Management and instigator of our TacoThursdays A professed data and s,,Tue Jun 25 21:45:17 +0000 2019,"Atlanta, GA"
6473,  Ants discovered on United Airlines plane bound for Newark Liberty International Airport ,,Mon Jun 17 22:08:08 +0000 2019,"Saddle Brook, NJ"
6475,  American Airlines is pulling the Boeing 737 Max from its schedule through Nov 2   And United Airlines will cancel flights thr,,Fri Jul 19 23:49:07 +0000 2019,
6477,  Ants invade United Airlines flight from Italy to Newark  ,,Tue Jun 18 22:07:06 +0000 2019,"Philadelphia, PA"
6478, parrot Some United Airlines customer service persons are very rude  UA cancelled direct flight to Mumbai  Over the phone custo,,Sun Jul 07 23:37:09 +0000 2019,
6479,  Happy 4th of July brought to you compliments of United Airlines and their excellent service to the Big Island of Hawaii ,,Thu Jul 04 22:42:35 +0000 2019,"Kansas City, MO"
6480,  When my father William Henry Brainerd was my age he was United Airlines Captain of the B727 responsible for all domesti,,Sun Jun 30 21:46:06 +0000 2019,
6481,  United Airlines Apologizes After Placing 14YearOld Boy on Flight to the Wrong Country ,,Wed Jul 03 23:22:07 +0000 2019,Long Island
6485,  United Airlines Offers a Flight to The Bachelorettes Tyler Cameron and the Internet Reacts ,,Wed Jul 31 23:53:27 +0000 2019,"Harlan, KY"
6488,  VICTORY    Airlines has stopped selling SeaWorld tickets amp removed all mentions of the park from its UnitedVacations w,,Wed Jul 24 22:57:51 +0000 2019,"New Hampshire, USA"
6511,     mate joey 08Bern   ,,Mon Jul 01 21:22:08 +0000 2019,
6512, atsc Vintage Ronald McDonald Happy Meal Car ACTION Toy MIP Onboard United Airlines UAL Premium Head Jiggles Feet Move In amp Out of,,Mon Jul 22 19:52:52 +0000 2019,California
6513,  Q Christian is pleased to partner with United Airlines for air travel to the 2020 Conference in Fort Lauderdale Save up,,Tue Jul 30 23:35:18 +0000 2019,"Atlanta, GA"
6514,  Victory for Dolphins  United Airlines Stops Selling Tickets to SeaWorld  via ,,Mon Jul 29 23:30:48 +0000 2019,"Parkland, FL"
6515,  Sapphire Reserve Strains JPMorgans Ties With United Airlines ,,Fri Jun 28 23:37:23 +0000 2019,
6516,  United Airlines Suspends NewarkMumbai Flights After US Drone Downed by IRGC CENTCOM said downing of drone disrupts US abil,,Sat Jun 22 20:24:40 +0000 2019,"London, UK"
6517,  UNITED AIRLINES kicks SEAWORLD to the kerb SeaWorld AnimalAbusers dolphins Blackfish  ,,Wed Jul 31 22:11:33 +0000 2019,Hobart
6518,  United Airlines Just Cut All Ties With SeaWorld  via ,,Sat Jul 27 21:34:57 +0000 2019,California
6523, flying United Airlines Interested In Boeing 797  aviationnews airlinenews avgeek ,,Tue Jul 23 22:02:15 +0000 2019,
6524,  Yeah loona stans spammed tf out of that Teen Choice Awards nomination for nothing but that United Airlines group literal,,Wed Jun 19 23:57:04 +0000 2019,Panamá
6525,  United Airlines Flies 787 Dreamliner With Allfemale Crew to Worlds Largest Airshow via    ,,Wed Jul 24 20:59:14 +0000 2019,"Chicago, IL"
6526,  United airlines da new Spirit ,,Sun Jul 14 22:14:21 +0000 2019,"North Lauderdale, FL"
6543,  Breaking United Airlines says it has suspended its flights from Newark to Indias city to Mumbai after a safety review,,Sat Jun 22 22:46:28 +0000 2019,
6545,  Airlines that will avoid Iranian airspace   United Airlines  Qantas  KLM  Lufthansa  British Airways,,Sun Jun 23 21:36:30 +0000 2019,*Pakistan*  ¥.€.$.£  °*Kasur*°
6546,  Best airline lounges for business class 2018   1 Turkish Airlines 2 Qatar Airways 3 Virgin Atlantic 4 Qantas Airw,,Sat Jun 29 23:00:24 +0000 2019,Türkiye
6613,  Best business class lounges 2018  1 Turkish Airlines 2 Qatar Airways 3 Virgin Atlantic 4 Qantas Airways 5 Singap,,Thu Jul 18 22:49:43 +0000 2019,
6616,  Boeing 737 MAXs in fleet  Southwest Airlines 31 American Airlines 24 Air Canada 23 Norwegian Air Shuttle 18 China,,Sun Jun 23 21:40:10 +0000 2019,*Pakistan*  ¥.€.$.£  °*Kasur*°
6629,  US airlines by domestic market share 2018  Southwest Airlines 178 American Airlines 178 Delta Air Lines 169,,Tue Jun 25 23:03:58 +0000 2019,
6655,  United Airlines now expects to cancel more than 8000 flights through October because of the grounding of its Boeing 7,,Sun Jul 14 21:33:29 +0000 2019,"Dallas, TX"
6656,  4 more   We settled out of court  It wasnt illegal at the time  What is your policy on microwaving fish  ,,Thu Jun 27 04:58:54 +0000 2019,Riga
6657, alex American and United  Airlines CEOs Just Met With President Trump Heres Why They Were Shocked  ,,Sat Jul 20 22:52:02 +0000 2019,Port Moody 
6658,     Way to go united now all the other airlines need to follow in suit,,Thu Jul 25 22:36:50 +0000 2019,"Chicago, IL"
6659,  United Airlines put an underage passenger on a plane to the wrong country prompting an allnight ordeal between a pan,,Tue Jul 02 23:43:02 +0000 2019,Find this in Second Life
6660,  United airlines literally sucks lmao,,Sat Jun 29 23:32:37 +0000 2019,
6661,  United Airlines extends 737 Max cancellations until Nov 3 ,,Mon Jul 15 22:47:24 +0000 2019,"Malacca, Malaysia"
6662,  7 Notice how you will see multiple cases of white people getting Black people kicked off planes for minor reasons This,,Sun Jun 23 21:43:11 +0000 2019,
6727,  More antiBlack racism coming from airlines  United pilot from SFO claims airline discriminated on basis of race ,,Mon Jun 24 21:46:33 +0000 2019,Somewhere Out There...
6749,  One step in the right direction can do a lot Thank you  airlines  ,,Wed Jul 24 21:45:00 +0000 2019,
6750,  Today in 1931  United Airlines begins service as Boeing Air Transport ,,Mon Jul 01 21:20:53 +0000 2019,Ireland
6751,  United Airlines Adds Two More Gates at Growing Washington Dulles Hub ,,Wed Jun 26 23:31:03 +0000 2019,
6752,  United Airlines Extends Boeing 737 MAX Cancellations Again ,,Fri Jul 12 22:28:48 +0000 2019,Mexico
6753,  United Airlines Suspends First Route as 737 MAX Cancellations Mount ,,Mon Jul 29 22:42:01 +0000 2019,USA
6754,  United Airlines Will Introduce More 50Seat Jets With First Class ,,Fri Jul 19 21:19:10 +0000 2019,Educator/Storyteller 
6755,  United Is Sending Its 767s With Extra Polaris Seats to Switzerland ,,Thu Jul 18 22:24:58 +0000 2019,"IAH Airport Area, Houston"
6756,   The new nation was so grateful with United Airlines contribution to the war effort they named it the Un,,Fri Jul 05 21:38:46 +0000 2019,"Brooklyn, NY"
6757,  someone get me on a united airlines flight right this second ,,Mon Jun 17 23:40:39 +0000 2019,
6758,  Best Business Class Airline Lounges 2018  1 Turkish Airlines 2 Qatar Airways 3 Virgin Atlantic 4 Qantas Air,,Wed Jul 17 21:27:19 +0000 2019,"Elazığ, Türkiye"
6770,  Want to know the secret to beat basic economy fares on the major US airlines Send us your Qs  Join us on Facebook,,Thu Jul 11 20:17:00 +0000 2019,"Minnesota, USA"
6771,  American Airlines has surrendered its 14 weekly USChina route authorities AA dropped ChicagoShanghai amp Beijing services last,,Fri Jun 28 23:26:19 +0000 2019,NYC
6772,  United Airlines Polaris Lounge at San Francisco Airport named worlds best business class lounge by Skytrax which held its ann,,Tue Jun 18 22:10:06 +0000 2019,
6775,  Oh American Airlines all I can say is that you arent United Also shout out to OHare with the trams being out and the b,,Sun Jul 07 23:04:02 +0000 2019,Earth II
6776,  United Airlines begins service 1931    2019  ,,Mon Jul 01 23:29:06 +0000 2019,Japan
6778,  The US airlines that offer amenity kits are United Airlines American Airlines Delta Air Lines Hawaiian Airlines and Je,,Fri Jul 12 22:38:43 +0000 2019,London-Toronto-Singapore
6779,  United Airlines extends 737 MAX cancellations until September 3  UK UKBiz England Britain UnitedKin,,Wed Jun 26 22:14:05 +0000 2019,
6780,  Arrive morning or night its your choice thats right Now offering a second daily nonstop option between San Francisco and H,,Sat Jun 29 23:12:55 +0000 2019,"Las Vegas, NV"
6782,  Happy news today  The stroopwafel is now available as one of three complimentary snacks any time of day on all do,,Mon Jul 01 22:26:14 +0000 2019,
6786,  That feeling when the stroopwafel is back all day and all night  ,,Mon Jul 08 22:52:07 +0000 2019,Arkansas
6855,  1job should be enough for thousands of airline food workers integral to the success of a multibilliondollarindustry ,,Wed Jul 03 20:18:22 +0000 2019,
6857,  HAPPENING NOW Airline catering workers who provide food amp beverage aboard commercial flights departing from  a,,Wed Jul 03 20:55:00 +0000 2019,"Sioux Falls, SD"
6859,  As   amp  Airlines enjoy record profits its time airline catering workers enjoy a share of the s,,Wed Jul 10 22:50:42 +0000 2019,United States and Canada
6860,  A workforce thats predominately immigrant amp POC airline catering workers took a brave step to be ready to strike when rele,,Wed Jul 10 23:58:21 +0000 2019,Honolulu
6862,  BREAKING 11000 US Airline Catering Workers Authorize Strike at Airports Nationwide Workers who cater flights for ,,Mon Jun 24 23:03:56 +0000 2019,"New York, USA"
6881,   AirportStrikeAlert   JFK airport food workers are taking strike votes today to show the airlines theyll be ready to str,,Thu Jun 20 21:00:47 +0000 2019,"New York, NY"
6882,  HAPPENING NOW Airline catering workers who provide food amp beverage aboard commercial flights departing from HNL airp,,Wed Jul 03 23:56:38 +0000 2019,"Hawaii, USA"
6889,  Heres what you dont get with basic economy airfares  ,,Tue Jul 23 21:14:47 +0000 2019,
6890,  Some airlines are now offering highend brands as part of their amenity kits  ,,Sun Jul 28 22:58:04 +0000 2019,"Oceanside, Ca, USA"
6891,  While Tropical Storm Barry might ruin some travelers plans this weekend airlines are trying to to minimize the effect,,Thu Jul 11 23:00:03 +0000 2019,福島県須賀川市  　Fukusima ( Japan )
6892,  United Airlines passengers discover their transAtlantic flight is crawling with ants  via ,,Fri Jun 21 23:22:48 +0000 2019,on    EARTH
6894,  the way how i thought ua is united airlines and not underage ,,Thu Jun 27 07:47:45 +0000 2019,
6895,  Southwest and United Airlines extend 737 Max cancellations after new flaw found  ,,Sun Jun 30 21:27:13 +0000 2019,
6897,  Me lol you should do donuts in the parking lot  United Airlines Pilot maam,,Wed Jul 31 23:45:00 +0000 2019,konoha
6898,  United airlines looking for a database engineer and I dont know nobody I can recommend FML,,Thu Jul 11 22:13:22 +0000 2019,Ikeja
6901,  UNITED AIRLINES  REPRESENTATIVE Sorry sir all flights to New Jersey are delayed due to the fact that the Wright brother,,Fri Jul 05 22:39:10 +0000 2019,
6903,  United Airlines flies US flag from Chicago to Fort Lauderdale to honor BSO deputy ,,Wed Jul 31 23:02:28 +0000 2019,
6904,  Airlines Fleet Size  Number of Aircraft  956American Airlines 879Delta Air Lines 765United Airlines 749Southwest Airlines,,Sat Jul 27 21:10:05 +0000 2019,TURKEY
6917,  Airlines Revenue 2018  449 BDelta Air Lines 445 BAmerican Airlines 423 BDeutsche Lufthansa 419 BUnited Continen,,Wed Jul 10 22:42:06 +0000 2019,worldwide
6918,  Preferred Airline for Personal Travel by US Adults  21  Southwest Airlines 14  Delta Air Lines 11  American Airlines  8,,Mon Jun 24 23:57:24 +0000 2019,
6919, CNTraveler Ever miss a flight due to a tight connection United says it will hold the plane for youat least at ,,Fri Jul 26 22:01:41 +0000 2019,
6920,Radio is all crap United Airlines 787 flight UA4 ,,Tue Jun 18 23:59:54 +0000 2019,Great Lakes
6921,Really Gate 8 Waiting for our delayed plane to arrive  at United Airlines Gate  B10 ,,Fri Jun 28 22:34:56 +0000 2019,
6922,Really disappointed by  airlines after a 4 and a half hour delay on our journey home a meal voucher that di ,,Sun Jul 07 20:57:26 +0000 2019,
6923,Remind me never to use United Airlines Bragging about your support of drag queens amp such is no way to attract cust ,,Fri Jun 28 22:02:29 +0000 2019,Arizona
6924,Rude flyer has meltdown on United Airlines flight sitting in middle seat  via ,,Sat Jul 27 23:46:00 +0000 2019,
6925,Sales Manager Americas  Airlines RemoteExtensive Travel United States ,,Wed Jun 19 20:51:55 +0000 2019,Worldwide
6926,Scroll Part 2  Celebrated StonewallDay with prideliveofficial by StonewallInn This day was  but the vibe e ,,Fri Jun 28 23:39:13 +0000 2019,"Brooklyn, NY"
6927,ScrollPart I  Celebrated StonewallDay with prideliveofficial by StonewallInn This day was  but the vibe en ,,Fri Jun 28 23:19:01 +0000 2019,"Brooklyn, NY"
6928,Search for cheap flights to India today by comparing thousands of deals on major airlines American United Delta ,,Sun Jul 28 22:08:48 +0000 2019,Global
6929,September Cancun getaway 2 people can fly from LAX to Cancun September 1924 2019 on United Airlines and stay a ,,Sat Jul 27 22:25:51 +0000 2019,"Apple Valley, CA"
6930,Sexual assaults on airplanes have risen dramatically Meanwhile flight crews are illprepared to handle these situ ,,Tue Jun 18 23:00:56 +0000 2019,
6931,Shes now 16 and still pissed off at United Airlines  You cant convince me that the kids at the border wont have serious lifelong trauma,,Sat Jul 13 20:56:07 +0000 2019,"Dallas, TX"
6932,Shit like this is why I get pissed when my ex puts my kids on a plane alone to come spend the summer with me ,,Sat Jul 06 20:12:03 +0000 2019,"Oil City, Pa"
6933,Shout out amp  to United Airlines    ,,Mon Jun 24 22:32:17 +0000 2019,Kansas—born & bread
